annotation_id,image_id,label,original_label,xmin,ymin,xmax,ymax
-5965021963221055788_121-0_9_51_679,-5965021963221055788_121-0_9_51,healthy,healthy-cocoa-leaf,0,44,1218,918
-5965021963221055791_121-0_10_10_680,-5965021963221055791_121-0_10_10,healthy,healthy-cocoa-leaf,0,80,1072,856
-5965021963221055821_121-0_20_34_681,-5965021963221055821_121-0_20_34,healthy,healthy-cocoa-leaf,0,19,910,1275
-5965021963221055826_121-0_21_34_682,-5965021963221055826_121-0_21_34,healthy,healthy-cocoa-leaf,55,40,862,1245
-5965021963221055827_121-0_22_8_683,-5965021963221055827_121-0_22_8,healthy,healthy-cocoa-leaf,66,13,857,1280
-5965021963221055828_121-0_22_13_684,-5965021963221055828_121-0_22_13,healthy,healthy-cocoa-leaf,50,13,807,1259
-5965021963221055906_121-14_39_54_685,-5965021963221055906_121-14_39_54,healthy,healthy-cocoa-leaf,153,56,902,1280
-5965021963221055951_121-14_48_12_686,-5965021963221055951_121-14_48_12,healthy,healthy-cocoa-leaf,76,24,884,1280
-5965021963221055953_121-14_48_19_687,-5965021963221055953_121-14_48_19,healthy,healthy-cocoa-leaf,578,37,960,927
-5965021963221055967_121-14_53_27_688,-5965021963221055967_121-14_53_27,healthy,healthy-cocoa-leaf,37,0,960,1280
-5965021963221055971_121-14_53_51_689,-5965021963221055971_121-14_53_51,healthy,healthy-cocoa-leaf,0,5,916,1280
-5965021963221055972_121-14_53_55_690,-5965021963221055972_121-14_53_55,healthy,healthy-cocoa-leaf,34,181,934,1280
-5965021963221055985_121-14_58_37_691,-5965021963221055985_121-14_58_37,healthy,healthy-cocoa-leaf,398,24,844,1277
-5965021963221056017_121-15_6_37_692,-5965021963221056017_121-15_6_37,healthy,healthy-cocoa-leaf,0,26,1265,578
-5965021963221056149_121-15_34_30_693,-5965021963221056149_121-15_34_30,healthy,healthy-cocoa-leaf,0,41,899,1280
-5965021963221056150_121-15_34_35_694,-5965021963221056150_121-15_34_35,healthy,healthy-cocoa-leaf,0,28,843,1280
-5965021963221056212_121-15_50_53_695,-5965021963221056212_121-15_50_53,healthy,healthy-cocoa-leaf,30,71,695,1257
-5965021963221056226_121-15_54_3_696,-5965021963221056226_121-15_54_3,healthy,healthy-cocoa-leaf,0,306,608,1280
-5965021963221056226_121-15_54_3_697,-5965021963221056226_121-15_54_3,healthy,healthy-cocoa-leaf,343,0,869,258
-5965021963221056246_121-15_59_3_698,-5965021963221056246_121-15_59_3,healthy,healthy-cocoa-leaf,0,93,934,1280
-5965021963221056252_121-16_0_12_699,-5965021963221056252_121-16_0_12,healthy,healthy-cocoa-leaf,0,75,943,1280
-5965021963221056256_121-16_0_32_700,-5965021963221056256_121-16_0_32,healthy,healthy-cocoa-leaf,0,62,430,1280
-5965021963221056257_121-16_0_37_701,-5965021963221056257_121-16_0_37,healthy,healthy-cocoa-leaf,0,93,287,1280
-5965021963221056295_121-16_4_43_702,-5965021963221056295_121-16_4_43,healthy,healthy-cocoa-leaf,0,67,899,1280
-5967668152701663498_121-16_16_53_703,-5967668152701663498_121-16_16_53,healthy,healthy-cocoa-leaf,17,62,904,1280
-5967668152701663499_121-16_16_57_704,-5967668152701663499_121-16_16_57,healthy,healthy-cocoa-leaf,0,71,851,1280
-5967668152701663503_121-16_17_15_705,-5967668152701663503_121-16_17_15,healthy,healthy-cocoa-leaf,9,62,747,1280
